"medal_date","medal_type","name","gender","country_long","discipline","event","birth_date","code_athlete"
"2024-08-06","Silver ","LOWE Ed","Male","Great Britain","Cycling Track","Men's Team Sprint","2003-08-24",1912536
"2024-07-27","Silver ","MKHEIDZE Luka","Male","France","Judo","Men -60 kg","1996-01-05",1891304
"2024-07-27","Silver ","DOUGLASS Kate","Female","United States of America","Swimming","Women's 4 x 100m Freestyle Relay","2001-11-17",1935895
"2024-08-07","Gold ","CUMMINS Olivia","Female","United States of America","Cycling Track","Women's Team Pursuit","2003-08-06",1955077
"2024-08-01","Bronze ","WADDY Davina","Female","New Zealand","Rowing","Women's Four","1996-08-16",1927003
"2024-08-07","Gold ","EHRLICH Emily","Female","United States of America","Cycling Track","Women's Team Pursuit","1993-12-25",1955080
"2024-08-10","Bronze ","da SILVA Ana Carolina","Female","Brazil","Volleyball","Women","1991-04-08",1964063
"2024-08-10","Gold ","PIRALKOVA COELLO Isabel","Female","Spain","Water Polo","Women","2005-06-23",1954897
"2024-08-10","Gold ","ESPAR LLAQUET Anni","Female","Spain","Water Polo","Women","1993-01-08",1954877
"2024-08-10","Gold ","ORTIZ Bea","Female","Spain","Water Polo","Women","1995-06-21",1954893
"2024-08-10","Gold ","PEREZ VIVAS Nona","Female","Spain","Water Polo","Women","2003-04-10",1954895
"2024-08-10","Gold ","CRESPI BARRIGA Paula","Female","Spain","Water Polo","Women","1998-04-07",1954875
"2024-08-07","Gold ","FAULKNER Kristen","Female","United States of America","Cycling Track","Women's Team Pursuit","1992-12-18",1955081
"2024-08-07","Gold ","VALENTE Jennifer","Female","United States of America","Cycling Track","Women's Team Pursuit","1994-12-24",1955106
"2024-08-07","Gold ","WILLIAMS Lily","Female","United States of America","Cycling Track","Women's Team Pursuit","1994-06-24",1955108
"2024-08-10","Gold ","MOTOKI Sakura","Female","Japan","Wrestling","Women's Freestyle 62kg","2002-02-20",1939702
"2024-08-02","Silver ","SMITH Regan","Female","United States of America","Swimming","Women's 200m Backstroke","2002-02-09",1935984
"2024-08-02","Gold ","LITVINOVICH Ivan","Male","AIN","Trampoline Gymnastics","Men","2001-06-26",1937347
"2024-08-07","Gold ","DYGERT Chloe","Female","United States of America","Cycling Track","Women's Team Pursuit","1997-01-01",1955079
"2024-08-07","Silver ","BOTHA Bryony","Female","New Zealand","Cycling Track","Women's Team Pursuit","1997-11-04",1945056
"2024-08-07","Silver ","WOLLASTON Ally","Female","New Zealand","Cycling Track","Women's Team Pursuit","2001-01-04",1945080
"2024-08-07","Silver ","DONNELLY Samantha","Female","New Zealand","Cycling Track","Women's Team Pursuit","2001-12-13",1945066
"2024-08-07","Bronze ","EVANS Neah","Female","Great Britain","Cycling Track","Women's Team Pursuit","1990-08-01",1912519
"2024-08-03","Silver ","NAGAYAMA Ryuju","Male","Japan","Judo","Mixed Team","1996-04-15",1896752
"2024-08-08","Silver ","BRUESSLER Sarah","Female","Germany","Canoe Sprint","Women's Kayak Four 500m","1994-04-08",1913743
"2024-08-08","Bronze ","PUPP Noemi","Female","Hungary","Canoe Sprint","Women's Kayak Four 500m","1998-07-28",1570556
"2024-08-08","Bronze ","FOJT Sara","Female","Hungary","Canoe Sprint","Women's Kayak Four 500m","2003-12-03",1568745
"2024-08-08","Bronze ","CSIPES Tamara","Female","Hungary","Canoe Sprint","Women's Kayak Four 500m","1989-08-24",1568350
"2024-08-08","Bronze ","GAZSO Alida Dora","Female","Hungary","Canoe Sprint","Women's Kayak Four 500m","2000-04-18",1568750
"2024-07-27","Bronze ","CHENG Yujie","Female","People's Republic of China","Swimming","Women's 4 x 100m Freestyle Relay","2005-09-22",1945230
"2024-08-03","Bronze ","MOORE Jasmine","Female","United States of America","Athletics","Women's Triple Jump","2001-05-01",1965250
"2024-08-10","Bronze ","DAKE Kyle Douglas","Male","United States of America","Wrestling","Men's Freestyle 74kg","1991-02-25",1955345
"2024-08-10","Bronze ","VALIEV Chermen","Male","Albania","Wrestling","Men's Freestyle 74kg","1998-12-10",3429662
"2024-08-07","Gold ","WANG Liuyi","Female","People's Republic of China","Artistic Swimming","Team","1997-01-16",1908852
"2024-08-07","Gold ","XIANG Binxuan","Female","People's Republic of China","Artistic Swimming","Team","2001-11-16",1908855
"2024-08-07","Gold ","PEREZ Maria","Female","Spain","Athletics","Marathon Race Walk Relay Mixed","1996-04-29",1905369
"2024-08-07","Silver ","PINTADO Brian Daniel","Male","Ecuador","Athletics","Marathon Race Walk Relay Mixed","1995-07-29",1929767
"2024-08-07","Silver ","MOREJON Glenda","Female","Ecuador","Athletics","Marathon Race Walk Relay Mixed","2000-05-30",1930407
"2024-08-07","Silver ","TANFIELD Charlie","Male","Great Britain","Cycling Track","Men's Team Pursuit","1996-11-17",1912560
"2024-08-10","Silver ","RABOUTOU Brooke","Female","United States of America","Sport Climbing","Women's Boulder & Lead","2001-04-09",1950307
"2024-08-07","Bronze ","MORO Manlio","Male","Italy","Cycling Track","Men's Team Pursuit","2002-03-17",1923521
"2024-07-27","Bronze ","MEW JENSEN Scarlett","Female","Great Britain","Diving","Women's Synchronised 3m Springboard","2001-12-31",1973355
"2024-07-27","Gold ","TIMO Andy","Male","France","Rugby Sevens","Men","2004-05-28",1879687
"2024-07-27","Gold ","REBBADJ Rayan","Male","France","Rugby Sevens","Men","1999-08-15",1879683
"2024-07-27","Gold ","FORNER Theo","Male","France","Rugby Sevens","Men","2001-10-17",1879671
"2024-07-27","Gold ","PAREZ EDO MARTIN Stephen","Male","France","Rugby Sevens","Men","1994-08-01",1879681
"2024-07-27","Gold ","RIVA Paulin","Male","France","Rugby Sevens","Men","1994-04-20",1879684
"2024-08-08","Bronze ","PARATTU RAVEENDRAN Sreejesh","Male","India","Hockey","Men","1988-05-08",1543015
"2024-08-08","Gold ","VADLAU Lara","Female","Austria","Sailing","Mixed Dinghy","1994-03-29",1566451
"2024-08-08","Gold ","MAEHR Lukas","Male","Austria","Sailing","Mixed Dinghy","1990-04-23",1566447
"2024-08-08","Silver ","OKADA Keiju","Male","Japan","Sailing","Mixed Dinghy","1995-12-02",1941435
"2024-08-08","Silver ","YOSHIOKA Miho","Female","Japan","Sailing","Mixed Dinghy","1990-08-27",1941438
"2024-08-11","Gold ","LI Wenwen","Female","People's Republic of China","Weightlifting","Women's +81kg","2000-03-05",1918376
"2024-08-11","Bronze ","CAMPBELL Emily","Female","Great Britain","Weightlifting","Women's +81kg","1994-05-06",1544179
"2024-07-29","Gold ","PIDCOCK Thomas","Male","Great Britain","Cycling Mountain Bike","Men's Cross-country","1999-07-30",1912546
"2024-08-10","Bronze ","LEMES SANTOS Tainara","Female","Brazil","Volleyball","Women","2000-03-09",1964183
"2024-08-08","Bronze ","DAHLBERG Anton","Male","Sweden","Sailing","Mixed Dinghy","1985-05-10",1564652
"2024-08-08","Gold ","BANTI Caterina Marianna","Female","Italy","Sailing","Mixed Multihull","1987-06-13",1899647
"2024-08-08","Bronze ","RICHARDSON Amir","Male","Morocco","Football","Men","2002-01-24",1966624
"2024-08-08","Silver ","MAJDALANI Mateo","Male","Argentina","Sailing","Mixed Multihull","1994-07-15",1538041
"2024-08-11","Bronze ","MELBOURNE Jade","Female","Australia","Basketball","Women","2002-08-18",1939955
"2024-08-11","Bronze ","WALLACE Kristy","Female","Australia","Basketball","Women","1996-01-03",1939956
"2024-08-11","Bronze ","TALBOT Steph","Female","Australia","Basketball","Women","1994-06-15",1939970
"2024-08-11","Bronze ","MADGEN Tess","Female","Australia","Basketball","Women","1990-08-12",1939971
"2024-08-09","Bronze ","HINCHLIFFE Louie","Male","Great Britain","Athletics","Men's 4 x 100m Relay","2002-07-18",3557190
"2024-08-09","Bronze ","HUGHES Zharnel","Male","Great Britain","Athletics","Men's 4 x 100m Relay","1995-07-13",1924431
"2024-08-09","Bronze ","KILTY Richard","Male","Great Britain","Athletics","Men's 4 x 100m Relay","1989-09-02",1924442
"2024-08-09","Bronze ","MITCHELL-BLAKE Nethaneel","Male","Great Britain","Athletics","Men's 4 x 100m Relay","1994-04-02",1924457
"2024-08-10","Gold ","PENA Pili","Female","Spain","Water Polo","Women","1986-04-04",1954894
"2024-08-09","Gold ","DAVIS Tamari","Female","United States of America","Athletics","Women's 4 x 100m Relay","2003-02-15",1960709
"2024-08-11","Silver ","VRLIC Josi","Male","Croatia","Water Polo","Men","1986-04-25",1915790
"2024-08-11","Silver ","BILJAKA Matias","Male","Croatia","Water Polo","Men","1999-01-20",1915801
"2024-08-11","Silver ","KHARKOV Konstantin","Male","Croatia","Water Polo","Men","1997-02-23",1915782
"2024-07-31","Gold ","METSEMAKERS Koen","Male","Netherlands","Rowing","Men's Quadruple Sculls","1992-04-30",1965584
"2024-08-10","Bronze ","BARSHIM Mutaz Essa","Male","Qatar","Athletics","Men's High Jump","1991-06-24",1566681
"2024-07-30","Silver ","PERRY Taylor","Female","Canada","Rugby Sevens","Women","2000-07-23",1960817
"2024-08-07","Gold ","STONA Roje","Male","Jamaica","Athletics","Men's Discus Throw","1999-02-26",1912322
"2024-08-08","Silver ","BENNAMA Billal","Male","France","Boxing","Men's 51kg","1998-06-14",1879110
"2024-08-07","Gold ","KENNEDY Nina","Female","Australia","Athletics","Women's Pole Vault","1997-04-05",1939839
"2024-08-07","Silver ","MOON Katie","Female","United States of America","Athletics","Women's Pole Vault","1991-06-13",1965268
"2024-08-09","Gold ","JEFFERSON Melissa","Female","United States of America","Athletics","Women's 4 x 100m Relay","2001-02-21",1961011
"2024-08-09","Gold ","RICHARDSON Sha'carri","Female","United States of America","Athletics","Women's 4 x 100m Relay","2000-03-25",1960181
"2024-08-06","Bronze ","BROWN Sky","Female","Great Britain","Skateboarding","Women's Park","2008-07-07",1544123
"2024-08-10","Bronze ","VICTOR","Male","United States of America","Breaking","B-Boys","1994-05-01",1955590
"2024-08-09","Bronze ","MINGE Janina","Female","Germany","Football","Women","1999-06-11",1880574
"2024-08-09","Bronze ","SCHUELLER Lea","Female","Germany","Football","Women","1997-11-12",1880572
"2024-08-09","Bronze ","LOHMANN Sydney","Female","Germany","Football","Women","2000-06-19",1880581
"2024-08-09","Bronze ","NUESKEN Sjoeke","Female","Germany","Football","Women","2001-01-22",1880584
"2024-08-09","Bronze ","POPP Alexandra","Female","Germany","Football","Women","1991-04-06",1880564
"2024-08-09","Bronze ","BERGER Ann-Katrin","Female","Germany","Football","Women","1990-10-09",1880602
"2024-08-09","Bronze ","SENSS Elisa","Female","Germany","Football","Women","1997-10-01",1880609
"2024-08-09","Bronze ","GWINN Giulia","Female","Germany","Football","Women","1999-07-02",1880575
"2024-08-09","Bronze ","BUEHL Klara","Female","Germany","Football","Women","2000-12-07",1880583
"2024-08-10","Gold ","BENJAMIN Rai","Male","United States of America","Athletics","Men's 4 x 400m Relay","1997-07-27",1960684
"2024-08-10","Gold ","DEADMON Bryce","Male","United States of America","Athletics","Men's 4 x 400m Relay","1997-03-26",1960590
"2024-08-10","Gold ","HALL Quincy","Male","United States of America","Athletics","Men's 4 x 400m Relay","1998-07-31",1960177
"2024-08-02","Silver ","KIM Minjong","Male","Republic of Korea","Judo","Men +100 kg","2000-09-01",1928072
"2024-08-10","Gold ","LITTLE Shamier","Female","United States of America","Athletics","Women's 4 x 400m Relay","1995-03-20",1960179
"2024-08-10","Silver ","KLAVER Lieke","Female","Netherlands","Athletics","Women's 4 x 400m Relay","1998-08-20",1972115
"2024-07-31","Bronze ","PATRICE Sebastien","Male","France","Fencing","Men's Sabre Team","2000-04-07",1916232
"2024-07-31","Bronze ","PATRICE Jean-Philippe","Male","France","Fencing","Men's Sabre Team","1997-03-12",1916234
"2024-08-10","Silver ","PEETERS Cathelijn","Female","Netherlands","Athletics","Women's 4 x 400m Relay","1996-11-06",1972240
"2024-08-10","Silver ","SAALBERG Eveline","Female","Netherlands","Athletics","Women's 4 x 400m Relay","1998-07-30",1972248
"2024-08-10","Silver ","van der SCHOOT Myrte","Female","Netherlands","Athletics","Women's 4 x 400m Relay","2004-04-16",1972251
"2024-08-10","Bronze ","ANNING Amber","Female","Great Britain","Athletics","Women's 4 x 400m Relay","2000-11-18",1924383
"2024-08-10","Bronze ","JOHN Yemi Mary","Female","Great Britain","Athletics","Women's 4 x 400m Relay","2003-05-03",1924437
"2024-08-10","Bronze ","KELLY Hannah","Female","Great Britain","Athletics","Women's 4 x 400m Relay","2000-12-20",1956846
"2024-08-11","Silver ","FAUTHOUX Marine","Female","France","Basketball","Women","2001-01-23",1573445
"2024-08-01","Silver ","SULAMANIDZE Ilia","Male","Georgia","Judo","Men -100 kg","2001-06-18",1552370
"2024-07-27","Bronze ","SAMELE Luigi","Male","Italy","Fencing","Men's Sabre Individual","1987-07-25",1924595
"2024-08-01","Bronze ","MA Zhenzhao","Female","People's Republic of China","Judo","Women -78 kg","1998-04-24",1891067
"2024-08-01","Bronze ","SAMPAIO Patricia","Female","Portugal","Judo","Women -78 kg","1999-06-30",1943504
"2024-07-29","Silver ","LINDGREN Victor","Male","Sweden","Shooting","10m Air Rifle Men","2003-05-16",1572919
"2024-07-29","Bronze ","MARICIC Miran","Male","Croatia","Shooting","10m Air Rifle Men","1997-06-17",1888047
"2024-07-29","Gold ","BAN Hyojin","Female","Republic of Korea","Shooting","10m Air Rifle Women","2007-09-20",1893845
"2024-07-29","Silver ","HUANG Yuting","Female","People's Republic of China","Shooting","10m Air Rifle Women","2006-09-03",1913945
"2024-07-29","Bronze ","GOGNIAT Audrey","Female","Switzerland","Shooting","10m Air Rifle Women","2002-10-30",1976545
"2024-08-03","Bronze ","HAYATA Hina","Female","Japan","Table Tennis","Women's Singles","2000-07-07",1931100
"2024-08-09","Silver ","ALFONSO DOMINGUEZ Loren Berto","Male","Azerbaijan","Boxing","Men's 92kg","1995-07-28",1972343
"2024-07-27","Bronze ","LEYDS Tristan","Male","South Africa","Rugby Sevens","Men","1997-05-24",1574134
"2024-07-27","Bronze ","DAVIDS Selvyn","Male","South Africa","Rugby Sevens","Men","1994-03-26",1888932
"2024-07-29","Gold ","KIM Woojin","Male","Republic of Korea","Archery","Men's Team","1992-06-20",1902135
"2024-07-30","Silver ","LOUIS-MARIE Alexandra","Female","France","Fencing","Women's Épée Team","1996-03-03",1916185
"2024-08-10","Bronze ","NIELSEN Laviai","Female","Great Britain","Athletics","Women's 4 x 400m Relay","1996-03-13",1924464
"2024-08-10","Bronze ","NIELSEN Lina","Female","Great Britain","Athletics","Women's 4 x 400m Relay","1996-03-13",1924463
"2024-08-11","Silver ","MERTENS Lukas","Male","Germany","Handball","Men","1996-03-22",1899252
"2024-08-10","Gold ","CURRY Stephen","Male","United States of America","Basketball","Men","1988-03-14",1954698
"2024-08-10","Gold ","EDWARDS Anthony","Male","United States of America","Basketball","Men","2001-08-05",1954701
"2024-08-10","Gold ","JAMES LeBron","Male","United States of America","Basketball","Men","1984-12-30",1954714
"2024-08-10","Gold ","DURANT Kevin","Male","United States of America","Basketball","Men","1988-09-29",1954700
"2024-08-10","Gold ","WHITE Derrick","Male","United States of America","Basketball","Men","1994-07-02",1954724
"2024-08-10","Gold ","HALIBURTON Tyrese","Male","United States of America","Basketball","Men","2000-02-29",1954705
"2024-08-10","Gold ","TATUM Jayson","Male","United States of America","Basketball","Men","1998-03-03",1954684
"2024-08-10","Gold ","EMBIID Joel","Male","United States of America","Basketball","Men","1994-03-16",1954683
"2024-08-10","Bronze ","BULLEN Grace Jacob","Female","Norway","Wrestling","Women's Freestyle 62kg","1997-02-07",1878635
"2024-08-11","Gold ","LAVREYSEN Harrie","Male","Netherlands","Cycling Track","Men's Keirin","1997-03-14",1969182
"2024-08-10","Gold ","CAMUS Paula","Female","Spain","Water Polo","Women","2002-02-12",1954874
"2024-08-10","Gold ","GARCIA GODOY Maica","Female","Spain","Water Polo","Women","1990-10-17",1954881
"2024-08-10","Gold ","LEITON ARRONES Paula","Female","Spain","Water Polo","Women","2000-04-27",1954886
"2024-08-10","Gold ","TERRE Martina","Female","Spain","Water Polo","Women","2002-08-28",1954903
"2024-08-10","Silver ","PALM Gabriella","Female","Australia","Water Polo","Women","1998-05-20",1947514
"2024-08-10","Silver ","GOFERS Keesja","Female","Australia","Water Polo","Women","1990-03-16",1947523
"2024-08-11","Silver ","RICHARDSON Matthew","Male","Australia","Cycling Track","Men's Keirin","1999-04-17",1940263
"2024-08-11","Bronze ","GLAETZER Matthew","Male","Australia","Cycling Track","Men's Keirin","1992-08-24",1940262
"2024-08-11","Bronze ","AZARPIRA Amirali","Male","Islamic Republic of Iran","Wrestling","Men's Freestyle 97kg","2002-03-26",1543095
"2024-08-04","Silver ","ELLISON Brady","Male","United States of America","Archery","Men's Individual","1988-10-27",1955595
"2024-08-04","Bronze ","LEE Wooseok","Male","Republic of Korea","Archery","Men's Individual","1997-08-07",1902144
"2024-07-29","Silver ","LAGHOUAG Karim Florent","Male","France","Equestrian","Eventing Team","1975-08-04",1899846
"2024-07-29","Silver ","TOUZAINT Nicolas","Male","France","Equestrian","Eventing Team","1980-05-10",1899866
"2024-07-29","Silver ","le COZ Gireg","Male","France","Equestrian","Eventing Team","1989-03-14",1899848
"2024-07-29","Bronze ","KITAJIMA Ryuzo","Male","Japan","Equestrian","Eventing Team","1985-10-23",1946432
"2024-08-10","Silver ","GABI NUNES","Female","Brazil","Football","Women","1997-03-10",1967594
"2024-08-11","Silver ","BLADES Kennedy Alexis","Female","United States of America","Wrestling","Women's Freestyle 76kg","2003-09-04",1955344
"2024-08-11","Bronze ","MARIN POTRILLE Milaimy de la Carid","Female","Cuba","Wrestling","Women's Freestyle 76kg","2001-03-16",1571936
"2024-08-10","Gold ","HOLIDAY Jrue","Male","United States of America","Basketball","Men","1990-06-12",1954709
"2024-08-10","Gold ","ADEBAYO Bam","Male","United States of America","Basketball","Men","1997-07-18",1954688
"2024-07-31","Gold ","DENG Yawen","Female","People's Republic of China","Cycling BMX Freestyle","Women's Park","2005-10-17",1920569
"2024-08-10","Gold ","DAVIS Anthony","Male","United States of America","Basketball","Men","1993-03-11",1954699
"2024-08-10","Silver ","FOURNIER Evan","Male","France","Basketball","Men","1992-10-29",1573632
"2024-08-10","Silver ","de COLO Nando","Male","France","Basketball","Men","1987-06-23",1573630
"2024-08-10","Silver ","LESSORT Mathias","Male","France","Basketball","Men","1995-09-29",1573634
"2024-08-10","Silver ","GOBERT Rudy","Male","France","Basketball","Men","1992-06-26",1573633
"2024-08-10","Silver ","WEMBANYAMA Victor","Male","France","Basketball","Men","2004-01-04",1573639
"2024-08-10","Gold ","AHMAN David","Male","Sweden","Beach Volleyball","Men","2001-12-20",1934586
"2024-08-10","Silver ","EHLERS Nils","Male","Germany","Beach Volleyball","Men","1994-02-04",1562864
"2024-08-10","Silver ","WICKLER Clemens","Male","Germany","Beach Volleyball","Men","1995-04-28",1562868
"2024-08-11","Gold ","EGONU Paola Ogechi","Female","Italy","Volleyball","Women","1998-12-18",1921742
"2024-08-10","Bronze ","MOL Anders Berntsen","Male","Norway","Beach Volleyball","Men","1997-07-02",1878383
"2024-08-10","Bronze ","SOERUM Christian Sandlie","Male","Norway","Beach Volleyball","Men","1995-12-03",1878386
"2024-08-10","Gold ","LEITAO Iuri","Male","Portugal","Cycling Track","Men's Madison","1998-07-03",1933816
"2024-08-10","Gold ","OLIVEIRA Rui","Male","Portugal","Cycling Track","Men's Madison","1996-09-05",1933821
"2024-08-10","Gold ","ESTER RAMOS Laura","Female","Spain","Water Polo","Women","1990-01-22",1954878
"2024-08-10","Silver ","CONSONNI Simone","Male","Italy","Cycling Track","Men's Madison","1994-09-12",1923518
"2024-07-27","Bronze ","DYGERT Chloe","Female","United States of America","Cycling Road","Women's Individual Time Trial","1997-01-01",1955079
"2024-07-27","Gold ","EPEE Nelson","Male","France","Rugby Sevens","Men","2001-02-20",1879670
"2024-08-10","Gold ","GIRMA Naomi","Female","United States of America","Football","Women","2000-06-14",1943555
"2024-07-29","Bronze ","WEYANT Emma","Female","United States of America","Swimming","Women's 400m Individual Medley","2001-12-24",1936001
"2024-08-09","Bronze ","JUNK Sophia","Female","Germany","Athletics","Women's 4 x 100m Relay","1999-03-01",1920142
"2024-08-10","Gold ","SHAW Jaedyn","Female","United States of America","Football","Women","2004-11-20",1943585
"2024-08-10","Gold ","LAVELLE Rose","Female","United States of America","Football","Women","1995-05-14",1943567
"2024-07-30","Bronze ","ROVETTI Steph","Female","United States of America","Rugby Sevens","Women","1991-10-02",1950501
"2024-08-09","Bronze ","BRAND Jule","Female","Germany","Football","Women","2002-10-16",1880592
"2024-07-31","Bronze ","POTTER Beth","Female","Great Britain","Triathlon","Women's Individual","1991-12-27",1904244
"2024-08-03","Bronze ","WILSON Emma","Female","Great Britain","Sailing","Women's Windsurfing","1999-04-07",1899748
"2024-07-31","Bronze ","TSELIDIS Theodoros","Male","Greece","Judo","Men -90 kg","1996-08-05",1961318
"2024-07-31","Gold ","MATIC Barbara","Female","Croatia","Judo","Women -70 kg","1994-12-03",1898499
"2024-07-31","Silver ","BUTKEREIT Miriam","Female","Germany","Judo","Women -70 kg","1994-05-08",1563082
"2024-07-31","Bronze ","POLLERES Michaela","Female","Austria","Judo","Women -70 kg","1997-07-15",1566421
"2024-07-31","Bronze ","WILLEMS Gabriella","Female","Belgium","Judo","Women -70 kg","1997-07-01",1903248
"2024-08-10","Gold ","COFFEY Samantha","Female","United States of America","Football","Women","1998-12-31",1943547
"2024-08-10","Silver ","DUDA SAMPAIO","Female","Brazil","Football","Women","2001-05-18",1967616
"2024-08-10","Silver ","TAMIRES","Female","Brazil","Football","Women","1987-10-10",1967626
"2024-08-10","Silver ","KEROLIN","Female","Brazil","Football","Women","1999-11-17",1967602
"2024-08-10","Silver ","ADRIANA","Female","Brazil","Football","Women","1996-11-17",1967574
"2024-08-10","Silver ","MARTA","Female","Brazil","Football","Women","1986-02-19",1967617
"2024-07-31","Silver ","BENEGAS Perris","Female","United States of America","Cycling BMX Freestyle","Women's Park","1995-07-22",1955071
"2024-08-10","Bronze ","CIRILO DUBOYS Yarisleidis","Female","Cuba","Canoe Sprint","Women's Canoe Single 200m","2002-05-10",1564506
"2024-08-10","Silver ","JHENIFFER","Female","Brazil","Football","Women","2001-11-06",1967599
"2024-08-10","Silver ","TAINA","Female","Brazil","Football","Women","1995-05-01",1967630
"2024-08-10","Silver ","YASMIM","Female","Brazil","Football","Women","1996-10-28",1967636
"2024-07-31","Bronze ","LEIBFARTH Evy","Female","United States of America","Canoe Slalom","Women's Canoe Single","2004-01-26",1955132
"2024-07-31","Gold ","TORRES GIL Jose","Male","Argentina","Cycling BMX Freestyle","Men's Park","1995-03-28",1916809
"2024-08-10","Silver ","ARMIT Elle","Female","Australia","Water Polo","Women","1991-08-20",1947513
"2024-08-10","Silver ","HALLIGAN Bronte","Female","Australia","Water Polo","Women","1996-08-12",1947506
"2024-08-10","Silver ","GREEN Sienna","Female","Australia","Water Polo","Women","2004-11-01",1947540
"2024-08-10","Silver ","ANDREWS Abby","Female","Australia","Water Polo","Women","2000-11-28",1947497
"2024-08-10","Silver ","ANDREWS Charlize","Female","Australia","Water Polo","Women","2001-12-26",1947508
"2024-07-31","Silver ","REILLY Kieran Darren David","Male","Great Britain","Cycling BMX Freestyle","Men's Park","2001-07-12",1912548
"2024-07-31","Bronze ","JEANJEAN Anthony","Male","France","Cycling BMX Freestyle","Men's Park","1998-05-13",1895685
"2024-07-31","Gold ","MARCHAND Leon","Male","France","Swimming","Men's 200m Breaststroke","2002-05-17",1909294
"2024-08-03","Silver ","TWIGG Emma","Female","New Zealand","Rowing","Women's Single Sculls","1987-03-01",1927027
"2024-07-31","Silver ","WILDE Hayden","Male","New Zealand","Triathlon","Men's Individual","1997-09-01",1926549
"2024-08-02","Bronze ","PERREAU Olivier","Male","France","Equestrian","Jumping Team","1986-06-23",1899856
"2024-08-02","Gold ","SIKLOSI Gergely","Male","Hungary","Fencing","Men's Épée Team","1997-09-04",1946450
"2024-08-04","Bronze ","PANG Cholmi","Female","Democratic People's Republic of Korea","Boxing","Women's 54kg","1994-08-26",1980125
"2024-08-04","Bronze ","IM Aeji","Female","Republic of Korea","Boxing","Women's 54kg","1999-05-11",1891890
"2024-08-11","Gold ","JAKSIC Nikola","Male","Serbia","Water Polo","Men","1997-01-17",1956440
"2024-08-10","Silver ","LUDMILA","Female","Brazil","Football","Women","1994-12-01",1967612
"2024-08-10","Silver ","THAIS","Female","Brazil","Football","Women","1996-05-01",1967628
"2024-07-30","Bronze ","SARAIVA Flavia","Female","Brazil","Artistic Gymnastics","Women's Team","1999-09-30",1953620
"2024-08-08","Bronze ","TARGHALLINE Oussama","Male","Morocco","Football","Men","2002-05-20",1966919
"2024-08-10","Bronze ","LEE Dabin","Female","Republic of Korea","Taekwondo","Women +67kg","1996-12-07",1904039
"2024-08-10","Bronze ","KUS AYDIN Nafia","Female","Türkiye","Taekwondo","Women +67kg","1995-02-20",1566738
"2024-08-10","Bronze ","TOFT Sandra","Female","Denmark","Handball","Women","1989-10-18",1895245
"2024-08-10","Bronze ","AABERG IVERSEN Sarah","Female","Denmark","Handball","Women","1990-04-10",1895210
"2024-08-10","Bronze ","ELVER Helena","Female","Denmark","Handball","Women","1998-03-01",1895215
"2024-08-09","Gold ","GUTIERREZ Miguel","Male","Spain","Football","Men","2001-07-27",1942099
"2024-08-10","Bronze ","REINHARDT Althea","Female","Denmark","Handball","Women","1996-09-01",1895246
"2024-08-10","Bronze ","TRANBORG Mette","Female","Denmark","Handball","Women","1996-01-01",1895168
"2024-08-10","Bronze ","JOERGENSEN Kristina","Female","Denmark","Handball","Women","1998-01-17",1895224
"2024-08-10","Bronze ","OESTERGAARD Trine","Female","Denmark","Handball","Women","1991-10-17",1895214
"2024-08-10","Bronze ","VINTER BURGAARD Louise","Female","Denmark","Handball","Women","1992-10-17",1895187
"2024-08-10","Bronze ","FRIIS Emma","Female","Denmark","Handball","Women","1999-10-31",1895152
"2024-08-10","Bronze ","IVERSEN Rikke","Female","Denmark","Handball","Women","1993-05-18",1895226
"2024-08-08","Silver ","WANG Zongyuan","Male","People's Republic of China","Diving","Men's 3m Springboard","2001-10-24",1901549
"2024-08-08","Bronze ","OLVERA IBARRA Osmar","Male","Mexico","Diving","Men's 3m Springboard","2004-06-05",1535349
"2024-07-31","Silver ","YOUSSIFOU Laila","Female","Netherlands","Rowing","Women's Quadruple Sculls","1996-01-02",1965563
"2024-07-31","Silver ","PAULIS Bente","Female","Netherlands","Rowing","Women's Quadruple Sculls","1997-02-14",1965565
"2024-07-29","Gold ","DEGUCHI Christa","Female","Canada","Judo","Women -57 kg","1995-10-29",1955526
"2024-08-08","Gold ","van ROUWENDAAL Sharon","Female","Netherlands","Marathon Swimming","Women's 10km","1993-09-09",1972515
"2024-08-08","Silver ","JOHNSON Moesha","Female","Australia","Marathon Swimming","Women's 10km","1997-09-19",1945588
"2024-07-27","Bronze ","OOSTHUIZEN Ryan","Male","South Africa","Rugby Sevens","Men","1995-05-22",1574107
"2024-07-27","Gold ","BROWN Grace","Female","Australia","Cycling Road","Women's Individual Time Trial","1992-07-07",1940173
"2024-07-29","Bronze ","RICHARD Frederick","Male","United States of America","Artistic Gymnastics","Men's Team","2004-04-23",1959811
"2024-07-30","Silver ","SCURFIELD Krissy","Female","Canada","Rugby Sevens","Women","2003-06-15",1960822
"2024-07-31","Bronze ","SPENDOLINI SIRIEIX Andrea","Female","Great Britain","Diving","Women's Synchronised 10m Platform","2004-09-11",1900855
"2024-08-10","Bronze ","MOELLER Michala","Female","Denmark","Handball","Women","2000-02-16",1895166
"2024-08-10","Gold ","CHEN Meng","Female","People's Republic of China","Table Tennis","Women's Team","1994-01-15",1902307
"2024-08-10","Gold ","WANG Manyu","Female","People's Republic of China","Table Tennis","Women's Team","1999-02-09",1902314
