"medal_date","medal_type","name","gender","country_long","discipline","event","birth_date","code_athlete"
"2024-07-28","Silver ","BOREL Yannick","Male","France","Fencing","Men's Épée Individual","1988-11-05",1916194
"2024-07-28","Bronze ","HARVEY Eleanor","Female","Canada","Fencing","Women's Foil Individual","1995-01-14",1973213
"2024-08-07","Bronze ","RAVET Cyrian","Male","France","Taekwondo","Men -58kg","2002-09-05",1893274
"2024-08-03","Silver ","ABE Uta","Female","Japan","Judo","Mixed Team","2000-07-14",1896760
"2024-08-10","Silver ","AROP Marco","Male","Canada","Athletics","Men's 800m","1998-09-20",1974048
"2024-08-08","Silver ","ZWICKER Martin","Male","Germany","Hockey","Men","1987-02-27",1561324
"2024-07-31","Gold ","WIETEN Tone","Male","Netherlands","Rowing","Men's Quadruple Sculls","1994-03-17",1965586
"2024-08-11","Silver ","WILLIAMS Gabby","Female","France","Basketball","Women","1996-09-09",1573457
"2024-08-11","Silver ","BADIANE Marieme","Female","France","Basketball","Women","1994-11-24",1573440
"2024-08-11","Silver ","JOHANNES Marine","Female","France","Basketball","Women","1995-01-21",1573448
"2024-08-11","Bronze ","SMITH Alanna","Female","Australia","Basketball","Women","1996-09-10",1939943
"2024-08-11","Bronze ","MAGBEGOR Ezi","Female","Australia","Basketball","Women","1999-08-13",1939952
"2024-08-11","Bronze ","TOLO Marianna","Female","Australia","Basketball","Women","1989-07-02",1939964
"2024-08-11","Bronze ","BORLASE Isobel","Female","Australia","Basketball","Women","2004-09-12",1939954
"2024-08-11","Bronze ","JACKSON Lauren","Female","Australia","Basketball","Women","1981-05-11",1939959
"2024-08-11","Bronze ","WHITCOMB Sami","Female","Australia","Basketball","Women","1988-07-20",1939967
"2024-08-11","Gold ","JACOBSEN Niklas Landin","Male","Denmark","Handball","Men","1988-12-19",1895223
"2024-08-11","Gold ","JACOBSEN Magnus Landin","Male","Denmark","Handball","Men","1995-08-20",1895241
"2024-08-11","Silver ","KOESTER Julian","Male","Germany","Handball","Men","2000-03-16",1899227
"2024-08-11","Silver ","HAEFNER Kai","Male","Germany","Handball","Men","1989-07-10",1899185
"2024-08-11","Silver ","HORNKE Tim","Male","Germany","Handball","Men","1990-08-04",1899247
"2024-08-11","Silver ","STEINERT Christoph","Male","Germany","Handball","Men","1990-01-18",1899246
"2024-08-11","Silver ","GRGIC Marko","Male","Germany","Handball","Men","2003-09-11",3546884
"2024-08-03","Bronze ","van DORP Simon","Male","Netherlands","Rowing","Men's Single Sculls","1997-04-10",1965599
"2024-08-11","Silver ","KOHLBACHER Jannik","Male","Germany","Handball","Men","1995-07-19",1899187
"2024-08-11","Bronze ","PEREZ de VARGAS Gonzalo","Male","Spain","Handball","Men","1991-01-10",1948272
"2024-07-29","Bronze ","WIENS Rylan","Male","Canada","Diving","Men's Synchronised 10m Platform","2002-01-02",1959146
"2024-07-29","Bronze ","ZSOMBOR-MURRAY Nathan","Male","Canada","Diving","Men's Synchronised 10m Platform","2003-04-28",1959132
"2024-07-29","Gold ","McEWEN Tom","Male","Great Britain","Equestrian","Eventing Team","1991-05-10",1970917
"2024-08-11","Bronze ","MAQUEDA Jorge","Male","Spain","Handball","Men","1988-02-06",1948260
"2024-08-11","Bronze ","DUJSHEBAEV Alex","Male","Spain","Handball","Men","1992-12-17",1948239
"2024-08-07","Gold ","SARAVI Mohammadhadi","Male","Islamic Republic of Iran","Wrestling","Men's Greco-Roman 97kg","1998-01-06",1544897
"2024-07-29","Bronze ","HUSTON Nyjah","Male","United States of America","Skateboarding","Men's Street","1994-11-30",1944232
"2024-08-11","Bronze ","GARCIANDIA Imanol","Male","Spain","Handball","Men","1995-04-30",1948251
"2024-08-11","Bronze ","SERDIO Abel","Male","Spain","Handball","Men","1994-04-16",1948281
"2024-08-11","Bronze ","CASADO Agustin","Male","Spain","Handball","Men","1996-05-21",1948233
"2024-08-11","Bronze ","GOMEZ Aleix","Male","Spain","Handball","Men","1997-05-07",1948252
"2024-08-11","Bronze ","TARRAFETA Ian","Male","Spain","Handball","Men","1999-01-04",1948288
"2024-08-11","Bronze ","SANCHEZ-MIGALLON Miguel","Male","Spain","Handball","Men","1995-02-08",1948280
"2024-08-11","Bronze ","DUJSHEBAEV Daniel","Male","Spain","Handball","Men","1997-07-04",1948240
"2024-08-11","Bronze ","ODRIOZOLA Kauldi","Male","Spain","Handball","Men","1997-01-07",1948268
"2024-08-11","Bronze ","FERNANDEZ Daniel","Male","Spain","Handball","Men","2001-03-28",1948244
"2024-08-11","Gold ","FAHR Sarah Luisa","Female","Italy","Volleyball","Women","2001-09-12",1921752
"2024-08-11","Gold ","ANTROPOVA Ekaterina","Female","Italy","Volleyball","Women","2003-03-19",1921743
"2024-08-11","Gold ","GIOVANNINI Gaia","Female","Italy","Volleyball","Women","2001-12-17",1969716
"2024-08-11","Gold ","SPIRITO Ilaria","Female","Italy","Volleyball","Women","1994-02-20",1921761
"2024-08-11","Gold ","LUBIAN Marina","Female","Italy","Volleyball","Women","2000-04-11",1921753
"2024-08-11","Gold ","OMORUYI Oghosasere Loveth","Female","Italy","Volleyball","Women","2002-08-25",1921749
"2024-08-11","Silver ","SKINNER Avery","Female","United States of America","Volleyball","Women","1999-04-25",1917762
"2024-08-01","Bronze ","TUROBOYEV Muzaffarbek","Male","Uzbekistan","Judo","Men -100 kg","2000-04-05",1565754
"2024-08-01","Gold ","BELLANDI Alice","Female","Italy","Judo","Women -78 kg","1998-11-20",1925349
"2024-08-01","Silver ","LANIR Inbar","Female","Israel","Judo","Women -78 kg","2000-04-03",1892794
"2024-08-11","Silver ","RETTKE Dana","Female","United States of America","Volleyball","Women","1999-01-21",1917759
"2024-08-10","Bronze ","JORGENSEN Emma Aastrand","Female","Denmark","Canoe Sprint","Women's Kayak Single 500m","1996-01-30",1892423
"2024-08-10","Gold ","CAO Yuan","Male","People's Republic of China","Diving","Men's 10m Platform","1995-02-07",1901556
"2024-08-11","Silver ","CARLINI Lauren","Female","United States of America","Volleyball","Women","1995-02-28",1917738
"2024-08-11","Silver ","LARSON Jordan","Female","United States of America","Volleyball","Women","1986-10-16",1917752
"2024-08-11","Silver ","DREWS Andrea","Female","United States of America","Volleyball","Women","1993-12-25",1917741
"2024-08-11","Gold ","UBOVIC Nemanja","Male","Serbia","Water Polo","Men","1991-02-24",1956465
"2024-08-11","Gold ","RASOVIC Viktor","Male","Serbia","Water Polo","Men","1993-08-13",1956457
"2024-08-11","Gold ","JAKSIC Petar","Male","Serbia","Water Polo","Men","2001-07-20",1956438
"2024-08-11","Gold ","MISOVIC Vladimir","Male","Serbia","Water Polo","Men","2001-09-15",1956448
"2024-08-11","Silver ","BIJAC Marko","Male","Croatia","Water Polo","Men","1991-01-12",1915766
"2024-08-11","Silver ","BURIC Rino","Male","Croatia","Water Polo","Men","1997-04-05",1915768
"2024-08-11","Silver ","FATOVIC Loren","Male","Croatia","Water Polo","Men","1996-11-16",1915778
"2024-08-11","Silver ","BUKIC Luka","Male","Croatia","Water Polo","Men","1994-04-30",1915769
"2024-08-11","Silver ","VUKICEVIC Ante","Male","Croatia","Water Polo","Men","1993-02-24",1915792
"2024-07-28","Silver ","KIM Yeji","Female","Republic of Korea","Shooting","10m Air Pistol Women","1992-09-04",1893930
"2024-08-03","Silver ","FETTER Dieuwke","Female","Netherlands","Rowing","Men's Eight","1991-01-26",1965562
"2024-08-08","Silver ","HELLWIG Malte","Male","Germany","Hockey","Men","1997-10-23",1561374
"2024-08-08","Silver ","DANNEBERG Jean-Paul","Male","Germany","Hockey","Men","2002-11-08",1561402
"2024-08-08","Bronze ","SINGH Jarmanpreet","Male","India","Hockey","Men","1996-07-18",1543019
"2024-08-08","Bronze ","ABHISHEK Abhishek","Male","India","Hockey","Men","1999-08-15",1543026
"2024-08-08","Bronze ","SINGH Manpreet","Male","India","Hockey","Men","1992-06-26",1543059
"2024-08-11","Silver ","ZUVELA Marko","Male","Croatia","Water Polo","Men","2001-12-22",1915791
"2024-08-01","Gold ","de GENNARO Giovanni","Male","Italy","Canoe Slalom","Men's Kayak Single","1992-07-21",1550975
"2024-08-01","Silver ","CASTRYCK Titouan","Male","France","Canoe Slalom","Men's Kayak Single","2004-08-28",1880464
"2024-07-30","Bronze ","KNAPIK-MIAZGA Renata","Female","Poland","Fencing","Women's Épée Team","1988-07-15",1894213
"2024-07-30","Bronze ","SWATOWSKA-WENGLARCZYK Martyna","Female","Poland","Fencing","Women's Épée Team","1994-07-08",1894214
"2024-08-01","Gold ","SCRUGGS Lauren","Female","United States of America","Fencing","Women's Foil Team","2003-01-27",1950643
"2024-08-03","Bronze ","McKELLAR Rowan","Female","Great Britain","Rowing","Women's Eight","1994-05-24",1901080
"2024-08-11","Bronze ","ATWELL Amy","Female","Australia","Basketball","Women","1998-06-30",1939946
"2024-08-10","Bronze ","TYNYBEKOVA Aisuluu","Female","Kyrgyzstan","Wrestling","Women's Freestyle 62kg","1993-05-04",1902786
"2024-07-27","Silver ","HENDERSON Anna","Female","Great Britain","Cycling Road","Women's Individual Time Trial","1998-11-14",1912525
"2024-08-09","Bronze ","RAFFAELI Sofia","Female","Italy","Rhythmic Gymnastics","Individual All-Around","2004-01-19",1923694
"2024-08-09","Gold ","THIAM Nafissatou","Female","Belgium","Athletics","Women's Heptathlon","1994-08-19",1903112
"2024-07-31","Gold ","RUANO OLIVA Adriana","Female","Guatemala","Shooting","Trap Women","1995-06-26",1958899
"2024-07-31","Silver ","STANCO Silvana Maria","Female","Italy","Shooting","Trap Women","1993-01-06",1915317
"2024-08-04","Bronze ","TUNJUNG Gregoria Mariska","Female","Indonesia","Badminton","Women's Singles","1999-08-11",1926315
"2024-08-04","Bronze ","ALCANTARA REYES Yunior","Male","Dominican Republic","Boxing","Men's 51kg","2004-02-10",1908817
"2024-08-06","Gold ","HARRINGTON Kellie","Female","Ireland","Boxing","Women's 60kg","1989-12-11",1555098
"2024-07-28","Silver ","PEATY Adam","Male","Great Britain","Swimming","Men's 100m Breaststroke","1994-12-28",1956469
"2024-08-09","Silver ","ZHANG Ying","Female","People's Republic of China","Hockey","Women","1998-08-29",1926920
"2024-08-10","Silver ","VIVIANI Elia","Male","Italy","Cycling Track","Men's Madison","1989-02-07",1923519
"2024-08-07","Bronze ","PESCHIERA Stefano","Male","Peru","Sailing","Men's Dinghy","1995-01-16",1944316
"2024-07-27","Gold ","EVENEPOEL Remco","Male","Belgium","Cycling Road","Men's Individual Time Trial","2000-01-25",1903136
"2024-08-07","Silver ","RINDOM Anne-Marie","Female","Denmark","Sailing","Women's Dinghy","1991-06-14",1895121
"2024-08-07","Bronze ","HOEST Line Flem","Female","Norway","Sailing","Women's Dinghy","1995-11-10",1878602
"2024-08-07","Silver ","SCHAAR Tom","Male","United States of America","Skateboarding","Men's Park","1999-09-14",1944247
"2024-08-07","Bronze ","AKIO Augusto","Male","Brazil","Skateboarding","Men's Park","2000-12-12",1955669
"2024-08-07","Gold ","MIROSLAW Aleksandra","Female","Poland","Sport Climbing","Women's Speed","1994-02-02",1563327
"2024-08-04","Silver ","DAVTYAN Artur","Male","Armenia","Artistic Gymnastics","Men's Vault","1992-08-08",1915828
"2024-08-03","Bronze ","HOLLINGSWORTH Henry","Male","United States of America","Rowing","Men's Eight","1997-09-05",1944696
"2024-08-03","Bronze ","DEAN Clark","Male","United States of America","Rowing","Men's Eight","2000-02-03",1944660
"2024-08-03","Bronze ","CARLSON Chris","Male","United States of America","Rowing","Men's Eight","1997-03-14",1944642
"2024-08-02","Gold ","MAHER Ben","Male","Great Britain","Equestrian","Jumping Team","1983-01-30",1979168
"2024-08-04","Bronze ","HEPWORTH Harry","Male","Great Britain","Artistic Gymnastics","Men's Vault","2003-12-06",1904740
"2024-08-04","Gold ","NEMOUR Kaylia","Female","Algeria","Artistic Gymnastics","Women's Uneven Bars","2006-12-30",1545688
"2024-08-04","Silver ","QIU Qiyuan","Female","People's Republic of China","Artistic Gymnastics","Women's Uneven Bars","2007-05-24",1918872
"2024-08-04","Bronze ","LEE Sunisa","Female","United States of America","Artistic Gymnastics","Women's Uneven Bars","2003-03-09",1959866
"2024-07-30","Bronze ","AGBEGNENOU Clarisse","Female","France","Judo","Women -63 kg","1992-10-25",1891289
"2024-08-04","Gold ","LYLES Noah","Male","United States of America","Athletics","Men's 100m","1997-07-18",1960173
"2024-08-04","Bronze ","de PINA David","Male","Cabo Verde","Boxing","Men's 51kg","1996-08-07",1892464
"2024-08-04","Bronze ","SANFORD Wyatt","Male","Canada","Boxing","Men's 63.5kg","1998-11-03",1972293
"2024-08-04","Bronze ","GURULI Lasha","Male","Georgia","Boxing","Men's 63.5kg","1996-08-27",1550184
"2024-08-04","Bronze ","PINALES Cristian Javier","Male","Dominican Republic","Boxing","Men's 80kg","2000-11-02",1943368
"2024-07-31","Silver ","de JONG Roos","Female","Netherlands","Rowing","Women's Quadruple Sculls","1993-08-23",1965572
"2024-08-05","Bronze ","TANG Chia-Hung","Male","Chinese Taipei","Artistic Gymnastics","Men's Horizontal Bar","1996-09-23",1878037
"2024-08-05","Gold ","ZOU Jingyuan","Male","People's Republic of China","Artistic Gymnastics","Men's Parallel Bars","1998-01-03",1918865
"2024-08-05","Bronze ","OKA Shinnosuke","Male","Japan","Artistic Gymnastics","Men's Parallel Bars","2003-10-31",1919480
"2024-08-05","Gold ","D'AMATO Alice","Female","Italy","Artistic Gymnastics","Women's Balance Beam","2003-02-07",1551061
"2024-08-05","Silver ","ZHOU Yaqin","Female","People's Republic of China","Artistic Gymnastics","Women's Balance Beam","2005-11-12",1918881
"2024-08-05","Bronze ","ESPOSITO Manila","Female","Italy","Artistic Gymnastics","Women's Balance Beam","2006-11-02",1560762
"2024-08-05","Gold ","ANDRADE Rebeca","Female","Brazil","Artistic Gymnastics","Women's Floor Exercise","1999-05-08",1953634
"2024-08-05","Silver ","BILES Simone","Female","United States of America","Artistic Gymnastics","Women's Floor Exercise","1997-03-14",1959861
"2024-08-05","Bronze ","BARBOSU Ana","Female","Romania","Artistic Gymnastics","Women's Floor Exercise","2006-07-26",1550170
"2024-08-05","Gold ","DUPLANTIS Armand","Male","Sweden","Athletics","Men's Pole Vault","1999-11-10",1569203
"2024-08-05","Silver ","KENDRICKS Sam","Male","United States of America","Athletics","Men's Pole Vault","1992-09-07",1960178
"2024-07-29","Bronze ","OIWA Yoshiaki","Male","Japan","Equestrian","Eventing Team","1976-07-19",1946434
"2024-07-30","Gold ","RIVERA Hezly","Female","United States of America","Artistic Gymnastics","Women's Team","2008-06-04",1959814
"2024-07-30","Silver ","IORIO Elisa","Female","Italy","Artistic Gymnastics","Women's Team","2003-03-21",1560760
"2024-08-10","Bronze ","TEN BROEK Nina","Female","Netherlands","Water Polo","Women","2001-07-04",1968853
"2024-08-08","Bronze ","SINGH Gurjant","Male","India","Hockey","Men","1995-01-26",1543033
"2024-08-08","Bronze ","SANJAY Sanjay","Male","India","Hockey","Men","2001-05-05",1543061
"2024-08-08","Bronze ","SINGH Mandee","Male","India","Hockey","Men","1995-01-25",1543022
"2024-07-31","Silver ","PANIZZA Andrea","Male","Italy","Rowing","Men's Quadruple Sculls","1998-07-14",1547871
"2024-07-31","Silver ","GENTILI Giacomo","Male","Italy","Rowing","Men's Quadruple Sculls","1997-07-03",1947115
"2024-08-05","Bronze ","KARALIS Emmanouil","Male","Greece","Athletics","Men's Pole Vault","1999-10-20",1961218
"2024-08-03","Silver ","MORRIS Grae","Male","Australia","Sailing","Men's Windsurfing","2003-10-16",1945982
"2024-08-03","Bronze ","van OPZEELAND Luuc","Male","Netherlands","Sailing","Men's Windsurfing","1999-05-21",1970505
"2024-08-08","Silver ","AKBAS Hatice","Female","Türkiye","Boxing","Women's 54kg","2001-06-24",1568186
"2024-08-08","Bronze ","PARKER Caitlin","Female","Australia","Boxing","Women's 75kg","1996-04-17",1940134
"2024-08-08","Bronze ","DJANKEU NGAMBA Cindy Winner","Female","Refugee Olympic Team","Boxing","Women's 75kg","1998-09-07",1894537
"2024-08-08","Gold ","THOMAS Benjamin","Male","France","Cycling Track","Men's Omnium","1995-09-12",1895717
"2024-08-03","Gold ","MAGGETTI Marta","Female","Italy","Sailing","Women's Windsurfing","1996-01-10",1899653
"2024-07-27","Silver ","MATANA Jeremaia","Male","Fiji","Rugby Sevens","Men","1998-07-14",1913346
"2024-07-27","Bronze ","YANG Junxuan","Female","People's Republic of China","Swimming","Women's 4 x 100m Freestyle Relay","2002-01-26",1945159
"2024-08-03","Bronze ","LONG Heidi","Female","Great Britain","Rowing","Women's Eight","1996-11-29",1901079
"2024-08-05","Bronze ","WANG Xinjie","Male","People's Republic of China","Shooting","25m Rapid Fire Pistol Men","1996-10-24",1913919
"2024-08-02","Gold ","CHEPTEGEI Joshua","Male","Uganda","Athletics","Men's 10,000m","1996-09-12",1970827
"2024-08-04","Gold ","KING Lilly","Female","United States of America","Swimming","Women's 4 x 100m Medley Relay","1997-02-10",1935932
"2024-08-05","Gold ","REICHERT Marie","Female","Germany","3x3 Basketball","Women","2001-04-16",1898835
"2024-08-07","Gold ","BLEDDYN Oliver","Male","Australia","Cycling Track","Men's Team Pursuit","2002-01-27",1940264
"2024-08-07","Bronze ","MORRIS Anna","Female","Great Britain","Cycling Track","Women's Team Pursuit","1995-06-13",1912538
"2024-08-07","Bronze ","ROBERTS Jessica","Female","Great Britain","Cycling Track","Women's Team Pursuit","1999-04-11",1957083
"2024-08-08","Bronze ","SUMIT Sumit","Male","India","Hockey","Men","1996-12-20",1543064
"2024-08-09","Gold ","HOBBS Aleia","Female","United States of America","Athletics","Women's 4 x 100m Relay","1996-02-24",1960115
"2024-08-09","Gold ","GARCIA Joan","Male","Spain","Football","Men","2001-05-04",1942077
"2024-08-09","Gold ","OROZ Aimar","Male","Spain","Football","Men","2001-11-27",1942257
"2024-07-29","Gold ","SHENG Lihao","Male","People's Republic of China","Shooting","10m Air Rifle Men","2004-12-04",1913899
"2024-07-31","Bronze ","DIEHM Natalya","Female","Australia","Cycling BMX Freestyle","Women's Park","1997-09-23",1940118
"2024-07-30","Silver ","QI Ying","Male","People's Republic of China","Shooting","Trap Men","1997-01-23",1913928
"2024-07-30","Bronze ","BROL CARDENAS Jean Pierre","Male","Guatemala","Shooting","Trap Men","1982-12-18",1958970
"2024-08-03","Bronze ","MAJOR Veronika","Female","Hungary","Shooting","25m Pistol Women","1997-03-19",1899493
"2024-08-03","Gold ","HANCOCK Vincent","Male","United States of America","Shooting","Skeet Men","1989-03-19",1944354
"2024-08-10","Gold ","SALIMI Arian","Male","Islamic Republic of Iran","Taekwondo","Men +80kg","2003-12-16",1536045
"2024-08-10","Silver ","CUNNINGHAM Caden","Male","Great Britain","Taekwondo","Men +80kg","2003-05-07",1896149
"2024-08-08","Bronze ","AKHOMACH Ilias","Male","Morocco","Football","Men","2004-04-16",1965995
"2024-08-08","Bronze ","EL OUAHDI Zakaria","Male","Morocco","Football","Men","2001-12-31",1965809
"2024-08-08","Bronze ","GHANIMI Rachid","Male","Morocco","Football","Men","2001-04-25",1965515
"2024-08-08","Bronze ","KECHTA Yassine","Male","Morocco","Football","Men","2002-02-25",1966539
"2024-07-30","Bronze ","ANDRADE Rebeca","Female","Brazil","Artistic Gymnastics","Women's Team","1999-05-08",1953634
"2024-07-30","Bronze ","BARBOSA Jade","Female","Brazil","Artistic Gymnastics","Women's Team","1991-07-01",1953624
"2024-07-30","Bronze ","OLIVEIRA Lorrane","Female","Brazil","Artistic Gymnastics","Women's Team","1998-04-13",1953630
"2024-08-08","Bronze ","MAOUHOUB Mehdi","Male","Morocco","Football","Men","2003-06-05",1967172
"2024-07-31","Bronze ","BARANSKI Fabian","Male","Poland","Rowing","Men's Quadruple Sculls","1999-05-27",1928530
"2024-07-31","Gold ","SCOTT Hannah","Female","Great Britain","Rowing","Women's Quadruple Sculls","1999-06-18",1901091
"2024-07-31","Gold ","ANDERSON Lola","Female","Great Britain","Rowing","Women's Quadruple Sculls","1998-04-16",1901027
"2024-07-31","Gold ","BRAYSHAW Georgina","Female","Great Britain","Rowing","Women's Quadruple Sculls","1993-10-14",1901039
"2024-08-08","Bronze ","EZZALZOULI Abde","Male","Morocco","Football","Men","2001-12-17",1966639
"2024-08-08","Bronze ","EL AZZOUZI Oussama","Male","Morocco","Football","Men","2001-05-29",1966642
"2024-08-08","Bronze ","MANAOUT Haytam","Male","Morocco","Football","Men","2001-04-18",1967053
"2024-08-08","Gold ","ANDREWS Ellesse","Female","New Zealand","Cycling Track","Women's Keirin","1999-12-31",1945040
"2024-08-08","Silver ","van de WOUW Hetty","Female","Netherlands","Cycling Track","Women's Keirin","1998-05-29",1969180
"2024-08-08","Bronze ","FINUCANE Emma","Female","Great Britain","Cycling Track","Women's Keirin","2002-12-22",1912522
"2024-08-08","Gold ","XIE Siyi","Male","People's Republic of China","Diving","Men's 3m Springboard","1996-03-28",1901550
"2024-08-10","Gold ","PATRY Jean","Male","France","Volleyball","Men","1996-12-27",1574061
"2024-08-08","Gold ","JANSSEN Ji","Male","Netherlands","Hockey","Men","1997-10-14",1971941
"2024-08-08","Gold ","BALK Lars","Male","Netherlands","Hockey","Men","1996-02-26",1971905
"2024-08-08","Gold ","de GEUS Jonas","Male","Netherlands","Hockey","Men","1998-04-29",1971929
"2024-08-08","Gold ","van DAM Thijs","Male","Netherlands","Hockey","Men","1997-01-05",1971922
"2024-08-08","Gold ","BRINKMAN Thierry","Male","Netherlands","Hockey","Men","1995-03-19",1971917
"2024-08-08","Gold ","van ASS Seve","Male","Netherlands","Hockey","Men","1992-04-10",1971904
"2024-08-08","Gold ","CROON Jorrit Jan Willem","Male","Netherlands","Hockey","Men","1998-08-09",1971921
"2024-08-08","Gold ","BLOK Justen","Male","Netherlands","Hockey","Men","2000-09-27",1971911
"2024-07-27","Gold ","TSUNODA Natsumi","Female","Japan","Judo","Women -48 kg","1992-08-06",1896735
"2024-08-04","Bronze ","LEBRUN Felix","Male","France","Table Tennis","Men's Singles","2006-09-12",1889177
"2024-08-10","Gold ","ALBERT Korbin","Female","United States of America","Football","Women","2003-10-13",1943542
"2024-08-03","Bronze ","MILNE Rielly","Male","United States of America","Rowing","Men's Eight","1996-05-31",1944731
"2024-08-03","Gold ","ANGHEL Roxana","Female","Romania","Rowing","Women's Eight","1998-01-01",1550289
"2024-08-03","Gold ","BODNAR Ancuta","Female","Romania","Rowing","Women's Eight","1998-09-25",1550303
"2024-08-08","Bronze ","SINGH Harmanpreet","Male","India","Hockey","Men","1996-01-06",1543017
"2024-08-08","Bronze ","UPADHYAY Lalit Kumar","Male","India","Hockey","Men","1993-12-01",1543028
"2024-08-06","Silver ","TRUMAN Joseph","Male","Great Britain","Cycling Track","Men's Team Sprint","1997-02-14",1912567
"2024-08-03","Silver ","MAKKER Mick","Male","Netherlands","Rowing","Men's Eight","1993-02-05",1965581
"2024-08-03","Gold ","LEHACI Maria","Female","Romania","Rowing","Women's Eight","1999-06-28",1550437
"2024-08-03","Gold ","ADAM Adriana","Female","Romania","Rowing","Women's Eight","1999-04-11",1550285
"2024-08-03","Gold ","BERES Amalia","Female","Romania","Rowing","Women's Eight","1997-06-18",1550294
"2024-08-03","Gold ","VRINCEANU Ioana","Female","Romania","Rowing","Women's Eight","1994-03-07",1550789
"2024-08-04","Silver ","ALCARAZ Carlos","Male","Spain","Tennis","Men's Singles","2003-05-05",1563682
"2024-08-05","Silver ","DUGUMA Tsige","Female","Ethiopia","Athletics","Women's 800m","2001-02-23",1536498
"2024-08-05","Bronze ","MORAA Mary","Female","Kenya","Athletics","Women's 800m","2000-06-15",1928047
"2024-08-03","Bronze ","VICTOR Lindon","Male","Grenada","Athletics","Men's Decathlon","1993-02-28",1573388
"2024-08-09","Bronze ","ALESSIO Simone","Male","Italy","Taekwondo","Men -80kg","2000-04-14",1929685
"2024-08-10","Silver ","GHADFA DRISSI EL AISSAOUI Ayoub","Male","Spain","Boxing","Men's +92kg","1998-12-06",1934775
"2024-08-11","Silver ","ASSEFA Tigst","Female","Ethiopia","Athletics","Women's Marathon","1996-12-03",1901487
"2024-07-27","Silver ","BACON Sarah","Female","United States of America","Diving","Women's Synchronised 3m Springboard","1996-09-20",1954159
"2024-07-27","Silver ","COOK Kassidy","Female","United States of America","Diving","Women's Synchronised 3m Springboard","1995-05-09",1954168
"2024-08-09","Gold ","KATOUSSI Firas","Male","Tunisia","Taekwondo","Men -80kg","1995-09-06",1947737
"2024-08-03","Silver ","KIT Kristen","Female","Canada","Rowing","Women's Eight","1988-08-18",1967514
"2024-08-03","Bronze ","DUNFORD Holly","Female","Great Britain","Rowing","Women's Eight","1999-10-14",1901059
"2024-08-03","Bronze ","IRWIN Lauren","Female","Great Britain","Rowing","Women's Eight","1998-08-20",1901077
"2024-08-03","Bronze ","STEWART Eve","Female","Great Britain","Rowing","Women's Eight","1998-01-13",1901094
"2024-08-03","Bronze ","TAYLOR Harriet","Female","Great Britain","Rowing","Women's Eight","1994-02-14",1901096
"2024-08-03","Bronze ","CAMPBELL-ORDE Annie","Female","Great Britain","Rowing","Women's Eight","1995-10-05",1901044
"2024-08-03","Gold ","SMITH Regan","Female","United States of America","Swimming","Mixed 4 x 100m Medley Relay","2002-02-09",1935984
"2024-08-03","Gold ","SWANSON Charlie","Male","United States of America","Swimming","Mixed 4 x 100m Medley Relay","1998-02-20",1935992
"2024-08-08","Gold ","SCHOPF Jacob","Male","Germany","Canoe Sprint","Men's Kayak Four 500m","1999-06-08",1913746
"2024-08-10","Gold ","KHALOKOV Abdumalik","Male","Uzbekistan","Boxing","Men's 57kg","2000-04-09",1556049
"2024-08-03","Bronze ","O'CALLAGHAN Mollie","Female","Australia","Swimming","Mixed 4 x 100m Medley Relay","2004-04-02",1946218
"2024-08-05","Silver ","ROBINSON Jack","Male","Australia","Surfing","Men","1997-12-27",1946129
"2024-08-05","Bronze ","MEDINA Gabriel","Male","Brazil","Surfing","Men","1993-12-22",1955778
"2024-08-05","Gold ","MARKS Caroline","Female","United States of America","Surfing","Women","2002-02-14",1943206
"2024-08-06","Bronze ","NUGUSE Yared","Male","United States of America","Athletics","Men's 1500m","1999-06-01",1965327
"2024-08-06","Gold ","TENTOGLOU Miltiadis","Male","Greece","Athletics","Men's Long Jump","1998-03-18",1961246
"2024-08-06","Silver ","PINNOCK Wayne","Male","Jamaica","Athletics","Men's Long Jump","2000-10-24",1938899
"2024-08-03","Bronze ","TEMPLE Matthew","Male","Australia","Swimming","Mixed 4 x 100m Medley Relay","1999-06-20",1946209
"2024-08-07","Bronze ","DZHUZUPBEKOV Uzur","Male","Kyrgyzstan","Wrestling","Men's Greco-Roman 97kg","1996-04-12",1566601
"2024-08-07","Gold ","HILDEBRANDT Sarah Ann","Female","United States of America","Wrestling","Women's Freestyle 50kg","1993-09-23",1955373
"2024-08-07","Silver ","GUZMAN LOPEZ Yusneylis","Female","Cuba","Wrestling","Women's Freestyle 50kg","1996-08-08",1571747
"2024-08-07","Bronze ","SUSAKI Yui","Female","Japan","Wrestling","Women's Freestyle 50kg","1999-06-30",1939712
"2024-08-08","Gold ","HOLLOWAY Grant","Male","United States of America","Athletics","Men's 110m Hurdles","1997-11-19",1960961
"2024-08-08","Silver ","ROBERTS Daniel","Male","United States of America","Athletics","Men's 110m Hurdles","1997-11-13",1965223
"2024-08-08","Bronze ","BROADBELL Rasheed","Male","Jamaica","Athletics","Men's 110m Hurdles","2000-08-13",1901251
"2024-08-08","Gold ","TEBOGO Letsile","Male","Botswana","Athletics","Men's 200m","2003-06-07",1936983
"2024-08-08","Silver ","BEDNAREK Kenneth","Male","United States of America","Athletics","Men's 200m","1998-10-14",1960659
"2024-08-08","Gold ","NADEEM Arshad","Male","Pakistan","Athletics","Men's Javelin Throw","1997-01-02",1878563
