"code","athlete_name","gender","country","nationality","birth_date"
"1546052","McGRORY Kelly","Female","Ireland","Ireland","1996-12-24"
"1546055","HILL Danielle","Female","Ireland","Ireland","1999-09-27"
"1546057","WALSH Aidan","Male","Ireland","Ireland","1997-03-28"
"1546073","JACKSON Shericka","Female","Jamaica","Jamaica","1994-07-16"
"1546108","BOMMADEVARA Dhiraj","Male","India","India","2001-09-04"
"1546110","RAI Tarundee","Male","India","India","1984-02-22"
"1546112","JADHAV Pravin Ramesh","Male","India","India","1996-07-06"
"1546122","SIBIRTSEV Ilya","Male","Uzbekistan","Uzbekistan","2001-04-28"
"1546132","KUMARI Deepika","Female","India","India","1994-06-13"
"1546133","KAUR Bhajan","Female","India","India","2005-08-26"
"1546200","BHAKAT Ankita","Female","India","India","1998-06-17"
"1546314","MYALIN Igor","Male","Uzbekistan","Uzbekistan","1996-09-17"
"1546614","ZANOTTI Fabrizio","Male","Paraguay","Paraguay","1983-05-21"
"1546621","NARVAEZ Gabriela","Female","Paraguay","Paraguay","1994-12-14"
"1546651","GRIGALASHVILI Tato","Male","Georgia","Georgia","1999-12-01"
"1546662","INSFRAN Javier","Male","Paraguay","Paraguay","1999-09-18"
"1546670","VALIENTE AMARILLA Michelle Sharon","Female","Paraguay","Paraguay","1998-05-07"
"1546675","POLETTI Giuliana","Female","Paraguay","Paraguay","2000-09-30"
"1546687","CASTRO BURGOS Cecilia","Female","Spain","Spain","1997-06-21"
"1546688","CEREZO IGLESIAS Adriana","Female","Spain","Spain","2003-11-24"
"1546696","PEREZ POLO Javier","Male","Spain","Spain","1996-10-11"
"1546697","VICENTE YUNTA Adrian","Male","Spain","Spain","1999-06-11"
"1546749","SADIKU Donjeta","Female","Kosovo","Kosovo","1999-07-08"
"1546985","BATHILY Astan Katherine Feghe","Female","Côte d'Ivoire","Côte d'Ivoire","1999-02-23"
"1547004","KNIGHT-WISDOM Yona","Male","Jamaica","Jamaica","1995-05-12"
"1547098","NATARAJ Srihari","Male","India","India","2001-01-16"
"1547119","MORGAN Sophia Frances","Female","Fiji","Fiji","2003-08-05"
"1547131","DESINGHU Dhinidhi","Female","India","India","2010-05-17"
"1547690","IDOWU Saheed","Male","Congo","Congo","1990-01-03"
"1547764","HIEBERT Xenia","Female","Paraguay","Paraguay","1998-11-13"
"1547788","ALMIRON Cesar","Male","Paraguay","Paraguay","2001-08-06"
"1547814","SABINO Steven","Male","Mozambique","Mozambique","2006-04-24"
"1547863","CHIUMENTO Luca","Male","Italy","Italy","1997-11-19"
"1547865","GOBBI Stefania","Female","Italy","Italy","1995-04-13"
"1547866","GUERRA Clara","Female","Italy","Italy","1998-10-01"
"1547870","OPPO Stefano","Male","Italy","Italy","1994-09-12"
"1547871","PANIZZA Andrea","Male","Italy","Italy","1998-07-14"
"1547873","SOARES Gabriel","Male","Italy","Italy","1997-01-22"
"1547875","VICINO Giuseppe","Male","Italy","Italy","1993-02-26"
"1547876","ABBAGNALE Vincenzo","Male","Italy","Italy","1993-03-13"
"1547877","BUMBACA Veronica","Female","Italy","Italy","1999-04-29"
"1547891","VERITA' Davide","Male","Italy","Italy","2000-10-31"
"1547892","FRIGERIO Jacopo","Male","Italy","Italy","1998-09-01"
"1547893","GAETANI LISEO Emanuele","Male","Italy","Italy","1996-11-22"
"1547894","MONDELLI Elisa","Female","Italy","Italy","1998-09-30"
"1547895","MONFRECOLA Salvatore","Male","Italy","Italy","1997-04-18"
"1547896","PIETRA CAPRINA Leonardo","Male","Italy","Italy","1997-09-25"
"1547897","ROCEK Aisha","Female","Italy","Italy","1998-12-29"
"1547898","TERRAZZI Silvia","Female","Italy","Italy","1995-07-27"
"1547899","ABAGNALE Giovanni","Male","Italy","Italy","1995-01-11"
"1547901","CODATO Giovanni","Male","Italy","Italy","1999-06-28"
"1547902","COMINI Davide","Male","Italy","Italy","2000-05-22"
"1547905","di MAURO Gennaro Alberto","Male","Italy","Italy","2001-11-08"
"1547906","LODO Matteo","Male","Italy","Italy","1994-10-25"
"1547910","SARTORI Matteo","Male","Italy","Italy","2002-01-21"
"1547911","de FILIPPIS Linda","Female","Italy","Italy","1999-03-02"
"1547912","DELLA VALLE Matteo","Male","Italy","Italy","1998-01-15"
"1547913","FAELLA Alessandra","Female","Italy","Italy","2000-12-18"
"1547914","GNATTA Alice","Female","Italy","Italy","2003-09-01"
"1548262","JOHANNES Helalia","Female","Namibia","Namibia","1980-08-13"
"1548337","McPHERSON Stephenie Ann","Female","Jamaica","Jamaica","1988-11-25"
"1548352","NELSON Kemba","Female","Jamaica","Jamaica","2000-02-23"
"1548381","GBAGBI Ruth","Female","Côte d'Ivoire","Côte d'Ivoire","1994-02-07"
"1548401","CISSE Cheick Sallah","Male","Côte d'Ivoire","Côte d'Ivoire","1993-09-19"
"1548402","ORTIZ Alondra","Female","Costa Rica","Costa Rica","2002-08-18"
"1548409","VEGA Alberto","Male","Costa Rica","Costa Rica","2005-04-05"
"1548482","AZCARRAGA Andres","Male","Mexico","Mexico","1993-04-07"
"1548514","KIPLIMO Jacob","Male","Uganda","Uganda","2000-11-14"
"1548516","CHELANGAT Mercyline","Female","Uganda","Uganda","1997-12-17"
"1548527","CHELANGAT Sarah","Female","Uganda","Uganda","2001-06-05"
"1548538","GIRMAY Biniam","Male","Eritrea","Eritrea","2000-04-02"
"1548543","MEREDOVA Valentina","Female","Turkmenistan","Turkmenistan","1984-09-29"
"1548804","LIPARTELIANI Eteri","Female","Georgia","Georgia","1999-09-23"
"1548817","BEKAURI Lasha","Male","Georgia","Georgia","2000-07-26"
"1548824","SOMKHISHVILI Sophio","Female","Georgia","Georgia","2000-03-17"
"1548829","SHAVDATUASHVILI Lasha","Male","Georgia","Georgia","1992-01-31"
"1548845","GEGA Luiza","Female","Albania","Albania","1988-11-05"
"1548852","EL ALLAOUI Majdouline","Female","Morocco","Morocco","2001-01-23"
"1548857","ABAKAROV Zelimkhan","Male","Albania","Albania","1993-07-14"
"1548868","TACCHINI Carlo","Male","Italy","Italy","1995-01-25"
"1548871","CASADEI Gabriele","Male","Italy","Italy","2002-08-10"
"1548928","PARDAYEVA Maysa","Female","Turkmenistan","Turkmenistan","2005-02-14"
"1548933","NIKOLOVA Stiliana","Female","Bulgaria","Bulgaria","2005-08-22"
"1548934","TUSHISHVILI Guram","Male","Georgia","Georgia","1995-02-05"
"1548935","RAHIMOV Serdar","Male","Turkmenistan","Turkmenistan","2004-02-12"
"1548941","MARGVELASHVILI Vazha","Male","Georgia","Georgia","1993-10-03"
"1548948","KALEYN Boryana","Female","Bulgaria","Bulgaria","2000-08-23"
"1548949","ED DOGHMY Achraf","Male","Morocco","Morocco","1999-11-19"
"1548954","ASKILASHVILI Eter","Female","Georgia","Georgia","2003-10-18"
"1548958","REEVES Dean","Male","Morocco","Morocco","1995-12-21"
"1548976","IVANOVA Sofia","Female","Bulgaria","Bulgaria","2005-09-15"
"1548985","PETROVA Kamelia","Female","Bulgaria","Bulgaria","2006-05-01"
"1548999","STOYANOV Rachel","Female","Bulgaria","Bulgaria","2003-03-14"
"1549016","MINEVSKA Magdalina","Female","Bulgaria","Bulgaria","2005-12-03"
"1549023","VASILEVA Margarita","Female","Bulgaria","Bulgaria","2005-05-30"
"1549030","SALUKVADZE Nino","Female","Georgia","Georgia","1969-02-01"
"1549041","ABDELMOULA Jawad","Male","Morocco","Morocco","1994-02-18"
"1549335","TSERAKH Hanna","Female","AIN","Belarus","1998-09-07"
"1549386","BIN DALLAH Mohammed","Male","Libya","Libya","2002-08-18"
"1549446","ABICHA Mohammed","Male","Morocco","Morocco","1980-01-16"
"1549548","ELGRAOUI Zouheir","Male","Morocco","Morocco","1994-07-01"
"1549970","MORALES Yeziel","Male","Puerto Rico","United States of America","1996-01-16"
"1549971","ROMANO Kristen Elena","Female","Puerto Rico","United States of America","1999-09-24"
"1550000","CAMPOS Rafa","Male","Puerto Rico","United States of America","1988-04-15"
"1550005","AFANADOR Brian","Male","Puerto Rico","United States of America","1997-03-06"
"1550006","GONZALEZ Daniel","Male","Puerto Rico","United States of America","1993-07-18"
"1550011","DIAZ Adriana","Female","Puerto Rico","United States of America","2000-10-31"
"1550025","PAGAN India","Female","Puerto Rico","United States of America","1999-01-07"
"1550027","HOLLINGSHED Mya","Female","Puerto Rico","United States of America","1999-10-29"
"1550028","ROSADO Pamela","Female","Puerto Rico","United States of America","1986-04-30"
"1550031","GUIRANTES Arella","Female","Puerto Rico","United States of America","1997-10-15"
"1550032","BENITEZ Jacqueline","Female","Puerto Rico","United States of America","1997-06-06"
"1550035","JONES Brianna","Female","Puerto Rico","United States of America","1997-02-09"
"1550037","FRANCO Hugo","Male","Cuba","Cuba","1992-02-22"
"1550042","MELENDEZ Tayra","Female","Puerto Rico","United States of America","1993-10-29"
"1550045","SAN ANTONIO Trinity","Female","Puerto Rico","United States of America","2003-10-28"
"1550051","QUINONES Isalys","Female","Puerto Rico","United States of America","1997-10-23"
"1550067","BOLAT Ebru","Female","Romania","Romania","1999-10-22"
"1550072","BOGDAN Ana","Female","Romania","Romania","1992-11-25"
"1550074","CRISTIAN Jaqueline Adina","Female","Romania","Romania","1998-06-05"
"1550075","NICULESCU Monica","Female","Romania","Romania","1987-09-25"
"1550088","GANDIA Adrian","Male","Puerto Rico","United States of America","1997-12-19"
"1550089","PEREZ Maria","Female","Puerto Rico","United States of America","1989-04-01"
"1550108","ESSABAI Ahmed","Male","Libya","Libya","2000-06-25"
"1550116","BELENIUK Zhan","Male","Ukraine","Ukraine","1991-01-24"
"1550119","NASIBOV Parviz","Male","Ukraine","Ukraine","1998-08-18"
"1550148","CAMBEI Mihaela Valentina","Female","Romania","Romania","2002-11-18"
"1550150","PAUL Georges Julien","Male","Mauritius","Mauritius","1996-01-07"
"1550154","TOMA Loredana Elena","Female","Romania","Romania","1995-05-10"
"1550162","KRASNIQI Distria","Female","Kosovo","Kosovo","1995-12-10"
"1550164","GJAKOVA Nora","Female","Kosovo","Kosovo","1992-08-17"
"1550167","FAZLIU Laura","Female","Kosovo","Kosovo","2000-09-28"
"1550168","KUKA Loriana","Female","Kosovo","Kosovo","1997-04-05"
"1550169","GJAKOVA Akil","Male","Kosovo","Kosovo","1996-01-04"
"1550170","BARBOSU Ana","Female","Romania","Romania","2006-07-26"
"1550174","COSMAN Lilia","Female","Romania","Romania","2007-08-06"
"1550176","GHIGOARTA Amalia","Female","Romania","Romania","2007-01-28"
"1550184","GURULI Lasha","Male","Georgia","Georgia","1996-08-27"
"1550186","MANECA-VOINEA Sabrina","Female","Romania","Romania","2007-06-04"
"1550192","PREDA Andreea","Female","Romania","Romania","2006-05-23"
"1550218","SAWADOGO Faysal","Male","Burkina Faso","Burkina Faso","1996-09-22"
"1550219","FITI Scott James","Male","Federated States of Micronesia","Federated States of Micronesia","1995-07-17"
"1550221","LIMTIACO Tasi","Male","Federated States of Micronesia","Federated States of Micronesia","1994-01-04"
"1550227","AWANG Mohd Azizulhasni","Male","Malaysia","Malaysia","1988-01-05"
"1550228","SAHROM Muhammad Shah Firdaus","Male","Malaysia","Malaysia","1995-11-26"
"1550233","AMIT Amit","Male","India","India","1995-10-16"
"1550250","CHOPRA Neeraj","Male","India","India","1997-12-24"
"1550264","MUNTEAN Andrei-Vasile","Male","Romania","Romania","1993-01-30"
"1550271","NISHANT DEV","Male","India","India","2000-12-23"
"1550285","ADAM Adriana","Female","Romania","Romania","1999-04-11"
"1550289","ANGHEL Roxana","Female","Romania","Romania","1998-01-01"
"1550294","BERES Amalia","Female","Romania","Romania","1997-06-18"
"1550295","TARNOVSCHI Serghei","Male","Republic of Moldova","Republic of Moldova","1997-06-24"
"1550300","OLARASU Maria","Female","Republic of Moldova","Republic of Moldova","2000-05-28"
"1550303","BODNAR Ancuta","Female","Romania","Romania","1998-09-25"
"1550307","COCIU Daniela","Female","Republic of Moldova","Republic of Moldova","2000-05-04"
"1550309","NIKHAT Zareen","Female","India","India","1996-06-14"
"1550313","PREETI","Female","India","India","2003-10-23"
"1550324","CIOTAU Emanuela Ioana","Female","Romania","Romania","2002-09-15"
"1550326","JAISMINE","Female","India","India","2001-08-30"
"1550327","KHIEW Hoe Yean","Male","Malaysia","Malaysia","2002-09-02"
"1550329","CIRES Patricia","Female","Romania","Romania","2002-06-11"
"1550384","COZMIUC Ionela Livia","Female","Romania","Romania","1995-01-03"
"1550432","BORGOHAIN Lovlina","Female","India","India","1997-01-02"
"1550437","LEHACI Maria","Female","Romania","Romania","1999-06-28"
"1550531","MOROSAN Ioana Madalina","Female","Romania","Romania","1999-06-24"
"1550542","PETREANU Victoria Stefania","Female","Romania","Romania","2003-01-21"
"1550544","DOGUE Marvin","Male","Germany","Germany","1995-11-01"
"1550546","LIEBIG Fabian","Male","Germany","Germany","1994-06-18"
"1550551","ZILLEKENS Annika","Female","Germany","Germany","1990-04-03"
"1550553","LANGREHR Rebecca","Female","Germany","Germany","1998-04-04"
"1550560","RADIS Simona","Female","Romania","Romania","1999-04-05"
"1550630","RUSU Maria Magdalena","Female","Romania","Romania","1999-09-30"
"1550644","UNGUREANU Alexandra","Female","Romania","Romania","2001-03-07"
"1550661","van GRONINGEN Gianina Elena","Female","Romania","Romania","1995-05-21"
"1550789","VRINCEANU Ioana","Female","Romania","Romania","1994-03-07"
"1550806","ADAM Constantin","Male","Romania","Romania","1996-07-12"
"1550815","KUSHITASHVILI Georgii","Male","Georgia","Georgia","1995-11-16"
"1550831","GRESHAM Zackary","Male","Grenada","Grenada","2004-09-29"
"1550881","SCHEMBRI Kruz","Male","Virgin Islands, US","United States of America","2006-10-25"
"1550974","CRACIUN Nicolae","Male","Italy","Italy","1994-06-14"
"1550975","de GENNARO Giovanni","Male","Italy","Italy","1992-07-21"
"1550977","HORN Stefanie","Female","Italy","Italy","1991-01-09"
"1550978","IVALDI Raffaello","Male","Italy","Italy","1997-12-16"
"1550980","BERTONCELLI Marta","Female","Italy","Italy","2001-07-03"
"1551050","ABBADINI Yumin","Male","Italy","Italy","2001-05-06"
"1551051","BARTOLINI Nicola","Male","Italy","Italy","1996-02-07"
"1551052","CASALI Lorenzo Minh","Male","Italy","Italy","2002-09-12"
"1551057","MACCHIATI Mario","Male","Italy","Italy","1999-11-27"
"1551058","MACCHINI Carlo","Male","Italy","Italy","1996-05-05"
"1551061","D'AMATO Alice","Female","Italy","Italy","2003-02-07"
"1551121","BRAVO YOUNG Roman Guillermo","Male","Mexico","Mexico","1999-01-28"
"1551123","GOMEZ Austin Klee","Male","Mexico","Mexico","1998-03-19"
"1551159","FAHMI Muhd Azeem","Male","Malaysia","Malaysia","2004-04-29"
"1551169","BAZADZE Sandro","Male","Georgia","Georgia","1993-07-29"
"1551175","ARTENI Florin","Male","Romania","Romania","2001-03-06"
"1551177","BAITOC Bogdan","Male","Romania","Romania","1998-06-09"
"1551178","BEJAN Sergiu Vasile","Male","Romania","Romania","1996-11-18"
"1551180","BERARIU Stefan Constantin","Male","Romania","Romania","1999-01-14"
"1551184","CHIRUTA Mihai","Male","Romania","Romania","1998-09-26"
"1551186","CORNEA Andrei Sebastian","Male","Romania","Romania","1999-11-10"
"1551188","COZMIUC Marius Vasile","Male","Romania","Romania","1992-09-07"
"1551190","DANCIU Laurentiu","Male","Romania","Romania","2000-03-31"
"1551238","ENACHE Marian Florian","Male","Romania","Romania","1995-08-05"
"1551246","BEIQI Hana","Female","Kosovo","Kosovo","2008-09-28"
"1551249","MOUTTAKI Yasmine","Female","Morocco","Morocco","1997-06-22"
"1551270","GOLOVINA Luba","Female","Georgia","Georgia","1990-04-20"
"1551283","BERTAL Widad","Female","Morocco","Morocco","1999-08-31"
"1551307","DJURAEV Akbar","Male","Uzbekistan","Uzbekistan","1999-10-08"
"1551316","STOEVA Stefani","Female","Bulgaria","Bulgaria","1995-09-23"
"1551318","MARDI Khadija","Female","Morocco","Morocco","1991-02-01"
"1551324","STOEVA Gabriela","Female","Bulgaria","Bulgaria","1994-07-15"
"1551330","NALBANTOVA Kaloyana","Female","Bulgaria","Bulgaria","2006-03-06"
"1551347","ADASHBAEVA Rigina","Female","Uzbekistan","Uzbekistan","2001-10-29"
"1551355","JABBOROVA Tursunoy","Female","Uzbekistan","Uzbekistan","2002-03-04"
"1551387","MONNA Paolo","Male","Italy","Italy","1998-04-19"
"1551388","MALDINI Federico Nilo","Male","Italy","Italy","2001-03-28"
"1551390","MAZZETTI Riccardo","Male","Italy","Italy","1984-05-02"
"1551391","SPINELLA Massimo","Male","Italy","Italy","1999-08-08"
"1551400","SOLLAZZO Danilo Dennis","Male","Italy","Italy","2002-12-05"
"1551401","BONAZZI Edoardo","Male","Italy","Italy","2002-07-03"
"1551443","TALAKHADZE Lasha","Male","Georgia","Georgia","1993-10-02"
"1551445","MISHVELIDZE Shota","Male","Georgia","Georgia","1994-10-18"
"1551552","BOUKHIAM Ramzi","Male","Morocco","Netherlands","1993-09-14"
"1551755","BAKRACI Gresa","Female","Kosovo","Kosovo","1995-09-11"
"1551787","RAMOS Ethan Adrian","Male","Puerto Rico","United States of America","1995-04-03"
"1551794","SMITH Jonovan Darius","Male","Puerto Rico","United States of America","2001-02-19"
"1551804","CLARO FIZ Alejandro","Male","Cuba","Cuba","2001-02-27"
"1551805","VELASCO FUENTES Victoria","Female","Mexico","Mexico","2002-08-05"
"1551878","GAXIOLA GONZALEZ Daniela","Female","Mexico","Mexico","1992-11-25"
"1551880","VERDUGO OSUNA Yuli","Female","Mexico","Mexico","1997-06-29"
"1551883","SALAZAR VALLES Jessica","Female","Mexico","Mexico","1995-09-21"
"1551884","HORTA RODRIGUEZ del REY Saidel Ivan","Male","Cuba","Cuba","2002-03-28"
"1551906","PENA SALAS Ricardo","Male","Mexico","Mexico","2001-06-30"
"1551907","GUTIERREZ PRIETO Adair Zabdiel","Male","Mexico","Mexico","2001-01-07"
"1551908","WILLIAMS Sada","Female","Barbados","Barbados","1997-12-01"
"1551912","RODRIGUEZ SUAREZ Erika Monserrath","Female","Mexico","Mexico","1999-02-26"
"1551918","EVELYN Tristan","Female","Barbados","Barbados","1998-01-25"
"1552005","MOHD AFENDY Khairulnizam","Male","Malaysia","Malaysia","1993-05-27"
"1552017","FOO KUNE Kate","Female","Mauritius","Mauritius","1993-03-29"
"1552020","PERRIER Marie","Female","Mauritius","Mauritius","1995-03-30"
"1552024","BIBI Gary Noa Jerrel","Male","Mauritius","Mauritius","2000-08-21"
"1552030","LO Chia-Ling","Female","Chinese Taipei","Chinese Taipei","2001-10-08"
"1552033","HORODISTEANU Florin Bogdan","Male","Romania","Romania","1999-04-12"
"1552037","LEHACI Florin Sorin","Male","Romania","Romania","1999-03-26"
"1552039","LUNGU Andrei","Male","Romania","Romania","2000-08-06"
"1552040","MANDRILA Andrei","Male","Romania","Romania","2002-11-28"
"1552045","MUNTEANU Adrian","Male","Romania","Romania","1997-10-13"
"1552049","NUTESCU Leontin","Male","Romania","Romania","2004-07-16"
"1552057","BACHMANN Simon","Male","Seychelles","Seychelles","1999-02-17"
"1552058","PRUNDEANU Ioan","Male","Romania","Romania","1993-01-17"
"1552065","SEMCIUC Mugurel Vasile","Male","Romania","Romania","1998-01-24"
"1552074","TIGANESCU Mihaita Vasile","Male","Romania","Romania","1998-02-04"
"1552080","TUDOSA Ciprian","Male","Romania","Romania","1997-03-31"
"1552086","MEGOS Alexander","Male","Germany","Germany","1993-08-12"
"1552087","FLOHE Yannick","Male","Germany","Germany","1999-08-14"
"1552089","DOERFFEL Lucia","Female","Germany","Germany","2000-03-22"
"1552154","ACCAME Ilaria Elvira","Female","Italy","Italy","2001-08-31"
"1552155","ACETI Vladimir","Male","Italy","Italy","1998-10-16"
"1552156","ALI Chituru","Male","Italy","Italy","1999-04-06"
"1552157","BIANCIARDI Lapo","Male","Italy","Italy","1998-07-06"
"1552158","BONGIORNI Anna","Female","Italy","Italy","1993-09-15"
"1552159","BONORA Alessandra","Female","Italy","Italy","2000-09-07"
"1552160","BORGA Rebecca","Female","Italy","Italy","1998-06-11"
"1552161","CECCARELLI Samuele","Male","Italy","Italy","2000-01-09"
"1552162","DESALU Eseosa Fostine","Male","Italy","Italy","1994-02-19"
"1552163","DOSSO Zaynab","Female","Italy","Italy","1999-09-12"
"1552166","HOOPER Gloria","Female","Italy","Italy","1992-03-03"
"1552167","JACOBS Lamont Marcell","Male","Italy","Italy","1994-09-26"
"1552168","KADDARI Dalia","Female","Italy","Italy","2001-03-23"
"1552169","LOPEZ Brayan","Male","Italy","Italy","1997-06-20"
"1552170","MANGIONE Alice","Female","Italy","Italy","1997-01-19"
"1552171","MELI Riccardo","Male","Italy","Italy","2001-04-15"
"1552172","MELLUZZO Matteo","Male","Italy","Italy","2002-07-29"
"1552173","PATTA Lorenzo","Male","Italy","Italy","2000-05-23"
"1552174","PAVESE Alessia","Female","Italy","Italy","1998-07-15"
"1552175","POLINARI Anna","Female","Italy","Italy","1999-02-07"
"1552177","RE Davide","Male","Italy","Italy","1993-03-16"
"1552294","SCOTTI Edoardo","Male","Italy","Italy","2000-05-09"
"1552295","SIRAGUSA Irene","Female","Italy","Italy","1993-06-23"
"1552296","SITO Luca","Male","Italy","Italy","2003-05-12"
"1552298","TORTU Filippo","Male","Italy","Italy","1998-06-15"
"1552299","TREVISAN Giancarla","Female","Italy","Italy","1993-02-17"
"1552300","TROIANI Virginia","Female","Italy","Italy","1996-02-22"
"1552303","ARESE Pietro","Male","Italy","Italy","1999-10-08"
"1552304","BARONTINI Simone","Male","Italy","Italy","1999-01-05"
"1552305","BATTOCLETTI Nadia","Female","Italy","Italy","2000-04-12"
"1552306","BELLO Elena","Female","Italy","Italy","1997-01-18"
"1552307","CAVALLI Ludovica","Female","Italy","Italy","2000-12-20"
"1552309","COIRO Eloisa","Female","Italy","Italy","2000-12-01"
"1552311","CRIPPA Yemaneberhan","Male","Italy","Italy","1996-10-15"
"1552312","del BUONO Federica","Female","Italy","Italy","1994-12-12"
"1552313","EPIS Giovanna","Female","Italy","Italy","1988-10-11"
"1552318","RAHMAN Imranur","Male","Bangladesh","Bangladesh","1993-07-05"
"1552320","LAWRENCE Matthew","Male","Mozambique","Mozambique","2003-12-27"
"1552338","DONELLI Denise","Female","Mozambique","Mozambique","1996-05-20"
"1552341","FANIEL Eyob","Male","Italy","Italy","1992-11-26"
"1552342","MESLEK Ossama","Male","Italy","Italy","1997-01-08"
"1552343","MEUCCI Daniele","Male","Italy","Italy","1985-10-07"
"1552347","TECUCEANU Catalin","Male","Italy","Italy","1999-09-09"
"1552348","VISSA Sintayehu","Female","Italy","Italy","1996-07-29"
"1552349","YAREMCHUK Sofiia","Female","Italy","Italy","1994-06-03"
"1552351","ZOGHLAMI Osama","Male","Italy","Italy","1994-06-19"
"1552358","FOLORUNSO Ayomide","Female","Italy","Italy","1996-10-17"
"1552362","MURARO Alice","Female","Italy","Italy","2000-08-14"
"1552364","SARTORI Rebecca","Female","Italy","Italy","1997-05-22"
"1552365","SIBILIO Alessandro","Male","Italy","Italy","1999-04-27"
"1552368","DAYIBEKOVA Zaynab","Female","Uzbekistan","Uzbekistan","2002-11-19"
"1552370","SULAMANIDZE Ilia","Male","Georgia","Georgia","2001-06-18"
"1552373","BRUNI Roberta","Female","Italy","Italy","1994-03-08"
"1552374","DALLAVALLE Andrea","Male","Italy","Italy","1999-10-31"
"1552375","DIAZ HERNANDEZ Andy","Male","Italy","Italy","1995-12-25"
"1552378","FURLANI Mattia","Male","Italy","Italy","2005-02-07"
"1552379","IAPICHINO Larissa","Female","Italy","Italy","2002-07-18"
"1552380","IHEMEJE Emmanuel","Male","Italy","Italy","1998-10-09"
"1552381","MOLINAROLO Elisa","Female","Italy","Italy","1994-01-29"
"1552383","SOTTILE Stefano","Male","Italy","Italy","1998-01-26"
"1552384","STECCHI Claudio Michel","Male","Italy","Italy","1991-11-23"
"1552385","TAMBERI Gianmarco","Male","Italy","Italy","1992-06-01"
"1552386","FABBRI Leonardo","Male","Italy","Italy","1997-04-15"
"1552387","FANTINI Sara","Female","Italy","Italy","1997-09-16"
"1552389","OSAKUE Daisy","Female","Italy","Italy","1996-01-16"
"1552390","WEIR Zane","Male","Italy","Italy","1995-09-07"
"1552392","GEREVINI Sveva","Female","Italy","Italy","1996-05-31"
"1552394","FORTUNATO Francesco","Male","Italy","Italy","1994-12-13"
"1552395","GIORGI Eleonora Anna","Female","Italy","Italy","1989-09-14"
"1552403","LAKLALECH Ines","Female","Morocco","Morocco","1997-10-30"
"1552443","GOBADZE Lasha","Male","Georgia","Georgia","1994-01-10"
"1552444","KOBLIASHVILI Roberti","Male","Georgia","Georgia","1993-12-06"
"1552449","ZOIDZE Ramaz","Male","Georgia","Georgia","1996-02-13"
"1552495","MATCHARASHVILI Givi","Male","Georgia","Georgia","1997-05-17"
"1552548","ANTOGNELLI Quentin","Male","Monaco","Monaco","1994-08-15"
"1552556","GADEAU Marvin","Male","Monaco","Monaco","2000-09-06"
"1552558","DRUENNE Theo","Male","Monaco","Monaco","2005-07-19"
"1552569","POU Lisa","Female","Monaco","Monaco","1999-05-28"
"1552575","YANG Xiaoxin","Female","Monaco","Monaco","1988-01-08"
"1553020","GASTAUD Marie-Charlotte","Female","Monaco","Monaco","1999-11-30"
"1553021","MICHELI Elena","Female","Italy","Italy","1999-04-29"
"1553029","SOTERO Alice","Female","Italy","Italy","1991-05-28"
"1553031","MALAN Giorgio","Male","Italy","Italy","2000-01-27"
"1553033","CICINELLI Matteo","Male","Italy","Italy","1998-03-12"
"1553039","SMIKLE Traves","Male","Jamaica","Jamaica","1992-05-07"
"1553247","EDER Josefin","Female","Germany","Germany","1995-10-01"
"1553249","UNRUH Florian","Male","Germany","Germany","1993-06-07"
"1553253","BEER Jolyn","Female","Germany","Germany","1994-05-26"
"1553255","REITZ Christian","Male","Germany","Germany","1987-04-29"
"1553257","BAUER Katharina","Female","Germany","Germany","1995-09-01"
"1553258","KROPPEN Michelle","Female","Germany","Germany","1996-04-19"
"1553260","KORTE Sven","Male","Germany","Germany","1990-01-09"
"1553262","WISSMER Nele","Female","Germany","Germany","1996-12-18"
"1553271","MUELLER Lisa","Female","Germany","Germany","1992-09-20"
"1553277","VENNEKAMP Doreen","Female","Germany","Germany","1995-04-05"
"1553280","MESSERSCHMIDT Nadine","Female","Germany","Germany","1993-09-15"
"1553285","SCHWARZ Charline","Female","Germany","Germany","2001-01-15"
"1553289","MURCHE Kathrin","Female","Germany","Germany","1999-11-16"
"1553293","ULBRICH Maximilian","Male","Germany","Germany","2000-11-27"
"1553294","JANSSEN Anna","Female","Germany","Germany","2001-08-28"
"1553299","WALTER Robin","Male","Germany","Germany","1999-07-09"
"1553301","PETER Florian","Male","Germany","Germany","2000-01-27"
"1553574","LOOSER Vera","Female","Namibia","Namibia","1993-10-28"
"1553663","BERTONE Oriane","Female","France","France","2005-03-10"
"1553664","MAWEM Bassa","Male","France","France","1984-11-09"
"1553666","AVEZOU Zelia","Female","France","France","2004-04-10"
"1553674","JENFT Paul","Male","France","France","2003-06-16"
"1553677","AVEZOU Sam","Male","France","France","2001-03-22"
"1553685","VIGLIONE Capucine","Female","France","France","2002-12-09"
"1553688","LEBON Manon","Female","France","France","2005-03-14"
"1553753","WILLIAMS Stacey Ann","Female","Jamaica","Jamaica","1999-03-08"
"1553910","WILLIAMS Kimberly","Female","Jamaica","Jamaica","1988-11-03"
"1553912","WILLIAMS Danielle","Female","Jamaica","Jamaica","1992-09-14"
"1553914","WILLIAMS Ashley","Female","Jamaica","Jamaica","1996-10-25"
"1554140","HAFFARI Driss","Male","Morocco","Morocco","1995-04-24"
"1554520","THOMAS-DODD Danniel","Female","Jamaica","Jamaica","1992-11-11"
"1554523","SALMON Shiann","Female","Jamaica","Jamaica","1999-03-31"
